cile;nazev.1;statni-prislusnost;vedidk_core_researcher;titul-pred;jmeno;prijmeni;vedoucí jméno;vedoucí příjmení;vedoucí vedidk;ORCID vedouci;researcherid vedouci ;scopusID vbedouci;druhy vedouci jmeno;druhy vedouci příjmeni;druhy vedouci vedidk;ORCID druhy vedouci;researcherid druhy vedouci ;scopusID druhy vedouci
Podávání Fibroblast growth factor 21 (FGF21) u hlodavců snižuje tělesnou hmotnost a zvyšuje citlivost k inzulínu. Mechanizmus jeho působení však není zcela objasněn. Je známo, že FGF21 ovlivňuje metabolizmus tukové tkáně, a to zejména lipolýzu. V pokusech na hlodavcích vedlo podávání FGF21 ke zvýšení energetického výdeje. Dosavadní experimenty však nedokázaly objasnit, zda FGF21 přímo zvyšuje bazální energetický výdej nezávisle na okolní teplotě  (termogenní efekt) nebo pouze ovlivňuje proces regulace tělesné teploty (pyretický efekt), což je otázka zásadního významu pro interpretaci výsledků v kontextu humánní medicíny. Předkládaný projekt využije řadu unikátních metod včetně i) nepřímé kalorimetrie s možností variabilního nastavení  teploty prostředí během měření, a ii) měření metabolického obratu pomocí 2H značení, které umožní detailní charakterizaci vlivu FGF21 na energetický výdej a na metabolizmus hnědé a zejména bílé tukové tkáně. Očekávané výsledky objasní roli tukové tkáně při antiobezogenním a antidiabetickém působení FGF21.;Fyziologický ústav AV ČR, v. v. i.;CZ;6698093;RNDr.;Petr;Zouhar;Pavel;Flachs;6279163;;A-5341-2012;;;;;;;
Astrofyzikální černé díry existují v široké škále hmotností, od několika až po desítky miliard hmot Sluncí. Navrhujeme projekt, který by sjednotil černé díry různých hmotností díky detailnímu porovnání akrečních stavů super-hmotných černých děr v aktivních galaktických jádrech a hvězdných černých děr v rentgenových dvojhvězdách. Náš projekt významně přispěje k současnému poznání o akreční fyziky v aktivních galaktických jádrech and může vést k přirozenému vysvětlení pozorované rádiové dichotomie aktivních galaxií.;Astronomický ústav AV ČR, v. v. i.;CZ;7966059;Mgr.;Jiří;Svoboda;Andrej;Stančák;4495192;;;57144142600;;;;;;
Muskarinové receptory představují možný terapeutický cíl při léčbě závažných onemocnění jako je např. Alzeimerova nebo Parkinsonova choroba či schizofrenie, ale také nádorová onemocnění, diabetes, kardiovaskulární onemocnění, bolest nebo zánět. Jednotlivé podtypy muskarinových receptorů se liší lokalizací a signálním profilem. Aby se předešlo nežádoucím vedlejším účinkům, je nutná jejich selektivní modulace. Vysoká homologie ortosterického vazebného místa mezi jednotlivými muskarinovými podtypy však výrazně znesnadňuje vývoj vazebně selektivních látek. Alternativním přístupem jak jednotlivé podtypy aktivovat selektivně, je využití signalizačního biasu, kdy dochází k aktivaci různých signálních drah dle použitého agonisty. Naše předběžná data naznačují, že noví muskarinoví agonisté obsahující tetrahydropyridinylovou a tiofenovou skupinu vykazují signalizační bias vůči jednotlivým podtypům muskarinových receptorů. Důkladná farmakologická analýza signalizačního profilu těchto nových sloučenin je nezbytná pro další vývoj funkčně selektivních muskarinových agonistů.;Fyziologický ústav AV ČR, v. v. i.;CZ;8398984;Mgr.;Alena;Randáková;Vladimír;Doležal;6487890;0000-0003-3412-256X;A-8732-2008;;;;;;;
Vzhledem k imisním limitům Evropské unie pro ochranu zdraví pro suspendované částice frakcí PM10 a PM2,5 je pro společnost nezbytné přesné stanovení hlavních zdrojů atmosférického aerosolu (AA) za účelem řízení kvality ovzduší. Receptorové modely se jeví jako vhodný nástroj pro identifikaci zdrojů znečištění, nicméně modely hojně využívané k identifikaci zdrojů AA nejsou použitelné v případě dat s rozdílným časovým rozlišením. Řešení tohoto problému nabízí pokročilé receptorové modely vyvinuté pro data chemického složení vzorků s různou integrační dobou. Využitím vhodných receptorových modelů na komplementární datové soubory a vzájemné zohlednění či propojení jejich výstupů umožní přesnou a podrobnou identifikaci zdrojů AA. Cílem navrhovaného projektu je identifikace antropogenních zdrojů AA s využitím online a zároveň i offline měřicích metod a pokročilého receptorového modelování. Výsledky modelování přispějí k objasnění zdrojů AA snižujících kvalitu ovzduší na lokalitě, která slouží jako pozaďová pro střední Evropu.;Ústav chemických procesů AV ČR, v. v. i.;CZ;2136643;RNDr.;Petra;Pokorná;Jan;Hovorka;5602718;0000-0003-4400-1585;E-7146-2011;7006054760;;;;;;
Ribozom je velký biomolekulový komplex, který katalyzuje vznik peptidových vazeb mezi aminokyselinami. Produkuje drtivou většinu proteinů v živých organizmech v procesu zvaném translace. Aktivní místo ribozomu se nachází uvnitř jeho velké podjednotky. Protein ve stavu zrodu opouští ribozom skrz tunel, jehož stěny jsou tvořeny ribozomální RNA a třemi ribozomálními proteiny. Jejich přesná funkce není známa. Protože části těchto tří proteinů sahají z tunelu až na povrch ribozomu, předpokládá se, že alostericky zprostředkovávají informace o proteinu ve stavu zrodu směrem do cytosolu. Předkládaný projekt je zaměřen na dynamiku proteinových částí tunelu a jejího vztahu k obsahu tunelu. Pomocí masivních molekulárních simulací a analýz strukturních databází budeme studovat přenos alosterického signálu na povrch ribozomu a vliv proteinu ve stavu zrodu na dynamiku proteinových částí tunelu. Hlavním výsledkem projektu bude popis těchto jevů na atomární úrovní prezentovaný písemně v přibližně 5 recenzovaných článcích a ústně na národních a mezinárodních konferencích.;Vysoká škola chemicko-technologická v Praze / Fakulta chemicko-inženýrská;CZ;1014927;RNDr.;Michal;Kolář;Pavel;Hobza;2932016;0000-0001-5292-6719;G-8060-2014;;;;;;;
Sacharidy a aromatické uhlovodíky získané z obnovitelné lignocelulózy (rostlinné biomasy) mohou sloužit jako levné substráty pro biotechnologickou produkci látek s přidanou hodnotou. Dobře charakterizovaných mikroorganismů, které by mohly efektivně katalyzovat tyto přeměny, se však stále nedostává. Pseudomonas putida KT2440 je bezpečná, robustní, původem půdní bakterie, nejdůkladněji prozkoumaná pseudomonáda známá vysokou odolností ke stresům. Tento kmen byl již využit pro produkci cenných látek z glukosy a ligninových arenů. Jeho potenciál pro zužitkování dalších produktů řízeného rozkladu lignocelulózy je však limitován absencí vhodných katabolických drah. V navrhovaném projektu využijeme nejnovější nástroje a postupy metabolického inženýrství a syntetické biologie pro bezprecedentní přestavbu katabolismu sacharidů v kmeni P. putida EM42, což je P. putida KT2440 s redukovaným genomem a lepšími fyziologickými vlastnostmi. Výsledná rekombinantní bakterie bude sloužit jako nová mikrobiální platforma pro paralelní utilizaci hlavních sacharidů z rostlinné biomasy.;Masarykova univerzita / Přírodovědecká fakulta;CZ;1826050;Mgr.;Pavel;Dvořák;Luděk;Červenka;6750656;;;57206927048;;;;;;
Receptor pro aktivovanou protein kinázu C 1 (RACK1) se účastní řady buněčných signálních drah. Tento protein byl identifikován jako vazebný partner malé ribozomální podjednotky a byla postulována jeho úloha v regulaci translace. RACK1 je také součástí stresových granulí. Tyto ribonukleoproteinové entity modulují odpověď translačního aparátu na stresové podmínky a chrání buňky před účinky stresu. Nicméně, porucha v dynamice stresových granulí naopak vede k mnoha vážným onemocněním. Úloha proteinu RACK1 v regulaci translace za stresu, stejně jako v ovlivnění dynamiky stresových granulí, není ještě zcela prozkoumána. Tento projekt si klade za cíl objasnit úlohu proteinu RACK1 v regulaci translace za stresu. Nově získané informace povedou k lepšímu pochopení vlivu tohoto proteinu na translaci, stresovou odpověď a jeho úlohy v souvisejících onemocněních.;Mikrobiologický ústav AV ČR, v. v. i.;CZ;4438078;M.Sc.;Tomáš;Groušl;Jiří;Hašek;8915466;0000-0001-6634-2386;H-2427-2014;;;;;;;
Cholinergní interneurony ve striatu hrají důležitou roli při kontrole chování a kognitivních funkcí, avšak přesné mechanismy podílející se na této kontrole nejsou známé. Jedním z možných a zatím jen málo prozkoumaných mechanismů je aktivace GABAergních interneuronů ve striatu prostřednictvím nikotinových acetylcholinových receptorů. V navrhovaném projektu budeme zkoumat roli, jakou hraje aktivace těchto receptorů při řízení chování a kognitivních funkcí a také jaký má vliv na aktivitu striatálních projekčních neuronů. Nejprve s použitím geneticky modifikovaných myších modelů a stereotaktické injekce virového vektoru provedeme deleci nikotinových receptorů exprimovaných GABAergními interneurony v myším dorzálním striatu. Následně budeme testovat vliv této delece na chování myší v behaviorálních experimentech a pomocí biochemických a histologických metod budeme zjišťovat změny v aktivitě neuronů a signalizačních drah ve striatu. Navrhovaný projekt přispěje k objasnění mechanismů, které se ve striatu mohou podílet na vzniku psychiatrických onemocnění.;Fyziologický ústav AV ČR, v. v. i.;CZ;7698291;MUDr. Mgr.;Helena;Janíčková;Vladimír;Doležal;6487890;0000-0003-3412-256X;A-8732-2008;;;;;;;
Léčiva a endokrinní disruptory představují alarmující environmentální výzvu současnosti jakožto látky znečišťující vodu. Mohou mít negativní účinky na zdraví zvířat i lidí vlivem na endokrinní systém, přesto běžné metody čištění vod nejsou v jejich odstraňování dostatečně účinné. Intencí projektu je zkoumat odstranění těchto sloučenin z vody pomocí membránových procesů. Ve srovnání s oxidačními procesy může úspěšný vývoj selektivních membrán, založený na originálním přístupu týmu žadatele, eliminovat cílené polutanty z vody aniž by proces ovlivnil přirozené složení vody nebo paradoxně ji kontaminoval nežádoucími vedlejšími produkty. Mimoto membránový systém výrazně sníží potřebu regenerace čistící technologie v porovnání s adsorpčními látkami, které trpí rychlou saturací.;Ústav chemických procesů AV ČR, v. v. i.;CZ;3807290;RNDr.;Jana;Gaálová;;;;;;;;;;;;
Nejčastěji se vyskytující neurodegenerativní chorobou je Alzheimerova choroba (AD), která může skončit až výraznou změnou osobnosti pacienta. Jedním z hlavních symptomů AD jsou extracelulární nánosy amyloidních (Aβ) plaků, kde amyloid Aβ je výsledným produktem proteolytického štěpení amyloidního prekurzorního proteinu (APP). Proteinový complex mTORC1 je klíčový pro vnitrobuněčnou signalizaci a jeho zvýšená aktivita byla zjištěna u AD myší a v post-mortem mozcích AD pacientů. V tomto grantu budeme studovat spojení mezi mTORC1 a procesováním APP v neuroblastomových buňkách. Plánujeme měnit aktivitu mTORC1 komplexu a sledovat vliv na procesování APP and agregaci amyloidu Aβ. Pomocí vysoce rozlišené mikroskopie budeme kolokalizovat APP, jeho deriváty a mTORC1. Bylo ukázáno, že cholesterol je důležitý lipid v AD patologii. Plánujeme zkoumat vliv cholesterolu na procesování APP a signalizaci pomocí mTORC1. Věříme, že tyto nové informace o vztahu mezi lipidy, mTORC1 signalizací a procesováním APP můžou být důležitým faktorem pro budoucí léčbu AD.;Ústav fyzikální chemie J. Heyrovského AV ČR, v. v. i.;CZ;3142140;;Martin;Štefl;Martin;Hilský;4188101;;;;;;;;;
FtsH jsou vysoce konzervované transmembránové metaloproteázy. V rostlinách patří ke klíčovým enzymům podílejících se na fotosyntéze a biogenezi plastidů. V sinicích jsou známy hlavně pro opravu PSII během foto-inhibice. Naše předběžné výsledky poukazují na to, že se sinicové FtsH nepodílí pouze na opravě, ale také na biogenezi fotosyntetických komplexů. FtsH byly opakovaně izolovány v super-komplexech s reakčními centry PSII a PSI a zároveň s proteiny zodpovědnými za syntézu chlorofylu a vývoj tylakoidní membrány. Navíc, při potlačení exprese esenciálního komplexu FtsH1/3 dochází k poklesu množství tylakoidní membrány a narušení její architektury. Cílem projektu bude určení role FtsH ve skládání nových komplexů PSI a PSII a vzniku nových tylakoidních struktur. Zaměříme se na lokalizaci FtsH a efekt delece a nadměrné exprese FtsH na buňku za podmínek, při nichž dochází k biogenezi tylakoidní membrány a syntéze fotosyntetických komplexů. Také se zaměříme na proteinové složení úseků membrán obohacených o FtsH a budeme pokračovat ve studiu struktury purifikovaných komplexů FtsH.;Mikrobiologický ústav AV ČR, v. v. i.;CZ;1602756;;Vendula;Krynická;Josef;Komenda;5446457;0000-0003-4588-0382;H-4083-2014;;;;;;;
Nedávno jsme zavedli LC-ESI-MS/MS pro analýzu jasmonátů s vysokou citlivostí a nízkými limity detekce. Tento přístup byl použit i pro objev nového metabolitu cis-(+)-OPDA-Ile. Cílem tohoto projektu bude vyvinout metody mikroextrakce a purifikace pro nové JA/OPDA sloučeniny. Nově vyvinuté technologie využijeme i k profilování metabolomu jasmonátů v pletivech u různých ekotypů A. thaliana, včetně linií s mutacemi v genech biosyntézy a signalizace JA. Využijeme těchto technologií i pro identifikaci nových cis-(+)-OPDA/dinor-OPDA konjugátů v rostlinách. V návaznosti na to budeme syntetizovat objevené konjugáty JA a OPDA a značit je stabilními izotopy. Budou rovněž studována úloha těchto konjugátů JA a OPDA v konkrétních biologických odpovědích v biotestech (regulace genové exprese, testy růstu kořenů, reakce na poranění, nekrotrofní patogeny, stárnutí, atd.) s různým genetickým pozadím. Tyto údaje poskytnou nové poznatky o molekulárních a buněčných mechanismech účinku nových derivátů jasmonátů.;Univerzita Palackého v Olomouci / Přírodovědecká fakulta;CZ;7549261;Mgr.;Kristýna;Floková;Ondřej;Novák;3686957;0000-0003-3452-0154;F-7031-2014;7003830735;;;;;;
